time,ppgA_Red_raw,ppgA_Red,ppgA_IR_raw,ppgA_IR,p1_mmhg,p2_mmhg,Red_processed,IR_processed
0.0,2.50832546032926,-0.0591005327624469,2.45735183946898,0.0303499814858783,10.08238302,34.45729816,0.0006049613542787203,0.0010026627676916566
0.0005,2.50832546032926,-0.0640334657111287,2.45718740843593,0.0331453099598168,9.803174538,34.18377582,0.000607890038551117,0.0010093642289961545
0.001,2.50832546032926,-0.0627180169229616,2.45768070153512,0.0349540519104953,10.21426447,34.99425635,0.000610816103812996,0.0010161221462213783
0.0015,2.50816102929222,-0.0683086742819914,2.45702297740289,0.0226217203810375,10.14000689,34.77591313,0.0006137227693973113,0.0010227548450073168
0.002,2.50799659825519,-0.0678153809846252,2.45784513256821,0.0392292601480575,10.25287841,34.54095684,0.0006166260244363197,0.0010295245582551257
0.0025,2.50816102929222,-0.0666643632915098,2.45751627050204,0.0285412395291026,10.11743259,34.72370062,0.000619558359954291,0.0010361675763716897
0.003,2.50783216721818,-0.0706107096722158,2.45702297740289,0.0311721369199836,10.25644277,34.81091925,0.0006224372235277983,0.0010427815894043443
0.0035,2.50816102929222,-0.066828794390463,2.45768070153512,0.0339674653922399,10.2861458,34.68216795,0.000625377379345904,0.0010494970591520328
0.004,2.50783216721818,-0.0709395718711577,2.45702297740289,0.0232794447320954,10.04258096,34.49349092,0.0006282470028054289,0.0010560665512112967
0.0045,2.50799659825519,-0.0660066388959083,2.45800956360131,0.0408735710051109,10.35624495,34.70471426,0.0006311608563091346,0.0010627853144753693
0.005,2.50816102929222,-0.0628824480214088,2.45735183946898,0.0300211193120975,10.17683865,34.75811341,0.0006340693873710321,0.0010693238800365992
0.0055,2.50816102929222,-0.0620602925293835,2.45702297740289,0.0311721369199836,10.21842289,34.69522107,0.0006369560461053665,0.001075878492975437
0.006,2.50848989136631,-0.0551541864171166,2.45784513256821,0.0392292601480575,9.90535296,34.76582662,0.0006398700548794034,0.0010825303582674517
0.0065,2.50848989136631,-0.0584428083707191,2.45735183946898,0.0267324975699264,10.12871974,34.59613597,0.0006427455935774336,0.0010890322903242375
0.007,2.50865432240337,-0.054167599832671,2.45833842566755,0.0495884185146998,10.12040289,35.04468889,0.0006456318867509763,0.0010956632864851227
0.0075,2.50881875344045,-0.0505501156961502,2.45784513256821,0.0370916560309432,9.944560959,34.91356429,0.0006485123888827532,0.0011021268990984929
0.008,2.50898318447754,-0.0520299955689579,2.45751627050204,0.0372560871169933,10.29446265,34.77057322,0.0006513870593113497,0.001108586624753471
0.0085,2.50898318447754,-0.0462749071842062,2.45833842566755,0.0523837469495188,10.11565041,34.8370255,0.0006542393597266224,0.001115140193770736
0.009,2.50881875344045,-0.0515367022778339,2.45768070153512,0.0347896208241688,10.15664059,34.78659296,0.0006570690238283128,0.001121523945835044
0.0095,2.50898318447754,-0.051043408986898,2.45866728773384,0.0535347645386863,10.1037692,34.85601187,0.0006599250608380664,0.001128049677411936
0.01,2.50881875344045,-0.0492346669217419,2.45800956360131,0.0408735710051109,10.21367041,34.97467666,0.0006627414415161211,0.0011343879702615035
0.0105,2.50865432240337,-0.053345444346209,2.45751627050204,0.0377493803750255,10.26594774,34.96340351,0.0006655506825545098,0.0011407186232442665
0.011,2.50881875344045,-0.0512078400838557,2.45817399463442,0.0472863833288404,10.33723501,35.06664188,0.0006683853047615919,0.0011471391686494067
0.0115,2.50881875344045,-0.0548253242222176,2.45768070153512,0.0361050695142279,10.38475986,34.80261271,0.000671195793007457,0.0011534187520944972
0.012,2.50881875344045,-0.0526877199574161,2.45850285670068,0.0538636267068442,10.13169005,34.64834848,0.0006739984084678277,0.0011598034346218655
0.0125,2.50914761551464,-0.0505501156961502,2.45784513256821,0.0370916560309432,10.30693792,34.90169781,0.0006768259182412233,0.001166013105609983
0.013,2.50881875344045,-0.0564696351975508,2.45751627050204,0.0365983627726743,10.38000737,35.2084463,0.000679579549295102,0.0011722276006124951
0.0135,2.50881875344045,-0.0535098754434595,2.45817399463442,0.0458065035644752,10.10020483,35.02036261,0.0006823576164626205,0.0011785117194562595
0.014,2.50848989136631,-0.0589361016644835,2.45768070153512,0.0319942923535938,10.21010604,35.08562824,0.0006850938909889405,0.0011846511462184548
0.0145,2.50865432240337,-0.0543320309300263,2.45850285670068,0.0520548847810096,10.08060083,35.0547754,0.0006878701944767233,0.001190891979175347
0.015,2.50914761551464,-0.0508789778899612,2.45784513256821,0.0392292601480575,10.1067395,35.14080737,0.0006906700448707001,0.001196954145480509
0.0155,2.50865432240337,-0.0566340662951994,2.45751627050204,0.0328164477867091,10.12574944,35.28320512,0.0006933619208907656,0.001203017519013209
0.016,2.50848989136631,-0.0571273595882712,2.45800956360131,0.0443266237985216,10.42812628,35.26837202,0.0006960769265972975,0.0012091304367282704
0.0165,2.50816102929222,-0.0625535858245355,2.45735183946898,0.0321587234402564,10.16970992,35.21793949,0.0006987651198838888,0.0012150948890424739
0.017,2.50816102929222,-0.063046879119877,2.45850285670068,0.0499172806837952,10.00099672,35.28439177,0.0007014753367699988,0.0012212062836396151
0.0175,2.50832546032926,-0.0627180169229616,2.45768070153512,0.0331453099598168,10.08535332,35.1959865,0.000704190876443278,0.0012270860444164808
0.018,2.50832546032926,-0.0669932254894372,2.45718740843593,0.0280479462677472,10.00159078,34.90288446,0.0007068787717088384,0.0012329633537829562
0.0185,2.50816102929222,-0.0635401724154081,2.45784513256821,0.0384071047187923,10.20951198,34.8494853,0.0007095388255879887,0.0012389193550330457
0.019,2.50799659825519,-0.0689663986787755,2.45735183946898,0.0255814799582903,10.38594798,35.33897757,0.0007121871096052029,0.0012447233061796278
0.0195,2.50832546032926,-0.0664999321925778,2.45817399463442,0.0412024331762854,10.62000785,35.312278,0.0007148726994375256,0.0012506213803097105
0.02,2.50832546032926,-0.0637046035139605,2.45735183946898,0.0300211193120975,10.08832362,35.32058453,0.0007175133609707972,0.0012563170767509082
0.0205,2.50816102929222,-0.066828794390463,2.45702297740289,0.024266031258085,9.90535296,35.3247378,0.0007201254026341037,0.0012620231110762182
0.021,2.50848989136631,-0.0622247236277464,2.45751627050204,0.0352829140830891,10.36040337,35.43509606,0.0007227744050349859,0.0012677713896257507
0.0215,2.50816102929222,-0.067322087687449,2.45702297740289,0.0214707027659194,10.16970992,35.50332831,0.0007253451348510475,0.0012733804737984614
0.022,2.50799659825519,-0.0651844834018811,2.45800956360131,0.0402158466625258,10.0811949,35.43212944,0.000727919443237159,0.001279096568170907
